session_id,user_id,session_date,session_timestamp,entry_page,exit_page,pages_viewed,session_duration_seconds,avg_time_per_page,is_bounce,application_submitted
3fb361cf_S04,3fb361cf,2024-03-12,2024-03-12 00:00:00,internship_listings,profile_creation,11,2709,246,False,False
3fb361cf_S05,3fb361cf,2024-03-16,2024-03-16 00:00:00,internship_details,profile_creation,16,3707,231,False,True
a267f64c_S01,a267f64c,2024-03-01,2024-03-01 00:00:00,internship_details,resume_upload,14,3069,219,False,False
a267f64c_S02,a267f64c,2024-03-04,2024-03-04 00:00:00,faq_support,resume_upload,13,2059,158,False,False
a267f64c_S03,a267f64c,2024-03-07,2024-03-07 00:00:00,dashboard,dashboard,6,1449,241,False,False
a267f64c_S04,a267f64c,2024-03-11,2024-03-11 00:00:00,application_form,application_form,7,2917,416,False,False
a267f64c_S05,a267f64c,2024-03-18,2024-03-18 00:00:00,search_results,resume_upload,4,657,164,False,True
3b90e980_S01,3b90e980,2024-01-19,2024-01-19 00:00:00,resume_upload,internship_details,7,689,98,False,False
3b90e980_S02,3b90e980,2024-01-27,2024-01-27 00:00:00,blog_career_tips,company_profiles,7,669,95,False,False
3b90e980_S03,3b90e980,2024-01-28,2024-01-28 00:00:00,homepage,internship_listings,6,738,123,False,False
3b90e980_S04,3b90e980,2024-01-31,2024-01-31 00:00:00,profile_creation,profile_creation,8,2172,271,False,False
3b90e980_S05,3b90e980,2024-02-07,2024-02-07 00:00:00,search_results,resume_upload,9,2011,223,False,False
3b90e980_S06,3b90e980,2024-02-13,2024-02-13 00:00:00,search_results,application_form,7,1217,173,False,False
3b90e980_S07,3b90e980,2024-02-20,2024-02-20 00:00:00,search_results,company_profiles,3,176,58,False,False
3b90e980_S08,3b90e980,2024-02-26,2024-02-26 00:00:00,internship_listings,internship_details,7,682,97,False,False
3b90e980_S09,3b90e980,2024-02-29,2024-02-29 00:00:00,payment_page,search_results,12,2142,178,False,False
3b90e980_S10,3b90e980,2024-03-03,2024-03-03 00:00:00,search_results,internship_details,9,748,83,False,True
029afb36_S01,029afb36,2024-03-13,2024-03-13 00:00:00,internship_details,internship_listings,9,1704,189,False,False
029afb36_S02,029afb36,2024-03-21,2024-03-21 00:00:00,internship_listings,application_form,12,3001,250,False,False
029afb36_S03,029afb36,2024-03-26,2024-03-26 00:00:00,search_results,internship_details,4,283,70,False,False
029afb36_S04,029afb36,2024-03-29,2024-03-29 00:00:00,faq_support,internship_details,9,1155,128,False,False
029afb36_S05,029afb36,2024-04-05,2024-04-05 00:00:00,search_results,profile_creation,9,1920,213,False,False
029afb36_S06,029afb36,2024-04-06,2024-04-06 00:00:00,internship_details,application_form,11,2926,266,False,True
cb015886_S01,cb015886,2024-02-10,2024-02-10 00:00:00,homepage,dashboard,13,2842,218,False,False
cb015886_S02,cb015886,2024-02-14,2024-02-14 00:00:00,dashboard,application_form,10,1643,164,False,False
cb015886_S03,cb015886,2024-02-16,2024-02-16 00:00:00,search_results,application_form,21,4784,227,False,False
cb015886_S04,cb015886,2024-02-23,2024-02-23 00:00:00,application_form,internship_details,10,1798,179,False,False
cb015886_S05,cb015886,2024-02-29,2024-02-29 00:00:00,internship_listings,dashboard,20,4620,231,False,True
d0831038_S01,d0831038,2024-01-08,2024-01-08 00:00:00,company_profiles,internship_listings,11,2159,196,False,False
d0831038_S02,d0831038,2024-01-16,2024-01-16 00:00:00,resume_upload,internship_details,20,4055,202,False,False
d0831038_S03,d0831038,2024-01-19,2024-01-19 00:00:00,faq_support,profile_creation,11,1679,152,False,False
d0831038_S04,d0831038,2024-01-23,2024-01-23 00:00:00,internship_listings,profile_creation,10,2476,247,False,False
d0831038_S05,d0831038,2024-01-28,2024-01-28 00:00:00,dashboard,profile_creation,8,1457,182,False,False
d0831038_S06,d0831038,2024-02-03,2024-02-03 00:00:00,search_results,company_profiles,14,3073,219,False,True
096eb99e_S01,096eb99e,2024-01-23,2024-01-23 00:00:00,company_profiles,application_form,9,1393,154,False,False
096eb99e_S02,096eb99e,2024-01-28,2024-01-28 00:00:00,internship_listings,profile_creation,8,1774,221,False,False
096eb99e_S03,096eb99e,2024-02-03,2024-02-03 00:00:00,homepage,application_form,9,905,100,False,False
096eb99e_S04,096eb99e,2024-02-06,2024-02-06 00:00:00,internship_listings,profile_creation,11,2678,243,False,True
437dfea1_S01,437dfea1,2024-04-04,2024-04-04 00:00:00,internship_listings,application_form,8,2015,251,False,False
437dfea1_S02,437dfea1,2024-04-06,2024-04-06 00:00:00,resume_upload,internship_listings,7,1416,202,False,False
437dfea1_S03,437dfea1,2024-04-14,2024-04-14 00:00:00,application_form,application_form,9,1985,220,False,False
437dfea1_S04,437dfea1,2024-04-16,2024-04-16 00:00:00,search_results,internship_listings,6,606,101,False,True
42b7f956_S01,42b7f956,2024-03-04,2024-03-04 00:00:00,company_profiles,application_form,11,2061,187,False,False
42b7f956_S02,42b7f956,2024-03-08,2024-03-08 00:00:00,blog_career_tips,search_results,16,1814,113,False,False
42b7f956_S03,42b7f956,2024-03-10,2024-03-10 00:00:00,homepage,application_form,9,1025,113,False,False
42b7f956_S04,42b7f956,2024-03-15,2024-03-15 00:00:00,internship_listings,application_form,12,1894,157,False,False
42b7f956_S05,42b7f956,2024-03-16,2024-03-16 00:00:00,search_results,resume_upload,17,4520,265,False,True
983dd7d9_S01,983dd7d9,2024-03-16,2024-03-16 00:00:00,company_profiles,application_form,8,720,90,False,False
983dd7d9_S02,983dd7d9,2024-03-19,2024-03-19 00:00:00,application_form,application_form,12,2404,200,False,False
983dd7d9_S03,983dd7d9,2024-03-22,2024-03-22 00:00:00,blog_career_tips,application_form,7,1104,157,False,True
155981de_S01,155981de,2024-04-02,2024-04-02 00:00:00,company_profiles,dashboard,16,2041,127,False,False
155981de_S02,155981de,2024-04-09,2024-04-09 00:00:00,internship_listings,profile_creation,13,2602,200,False,False
155981de_S03,155981de,2024-04-16,2024-04-16 00:00:00,homepage,profile_creation,9,2200,244,False,False
155981de_S04,155981de,2024-04-23,2024-04-23 00:00:00,blog_career_tips,application_form,10,1643,164,False,False
155981de_S05,155981de,2024-04-25,2024-04-25 00:00:00,dashboard,profile_creation,8,1458,182,False,False
155981de_S06,155981de,2024-04-26,2024-04-26 00:00:00,resume_upload,dashboard,12,3556,296,False,False
155981de_S07,155981de,2024-04-30,2024-04-30 00:00:00,dashboard,application_form,10,969,96,False,False
155981de_S08,155981de,2024-05-03,2024-05-03 00:00:00,internship_listings,dashboard,15,2641,176,False,False
155981de_S09,155981de,2024-05-06,2024-05-06 00:00:00,dashboard,application_form,17,3270,192,False,False
155981de_S10,155981de,2024-05-07,2024-05-07 00:00:00,homepage,dashboard,11,2469,224,False,False
155981de_S11,155981de,2024-05-15,2024-05-15 00:00:00,dashboard,internship_listings,14,1265,90,False,True
c0394043_S01,c0394043,2024-01-09,2024-01-09 00:00:00,profile_creation,internship_listings,9,2346,260,False,True
fbcff264_S01,fbcff264,2024-01-25,2024-01-25 00:00:00,homepage,homepage,1,45,45,True,False
fbcff264_S02,fbcff264,2024-01-28,2024-01-28 00:00:00,dashboard,application_form,5,699,139,False,False
4cf55e42_S01,4cf55e42,2024-02-18,2024-02-18 00:00:00,internship_listings,dashboard,9,2285,253,False,False
b0f3dd12_S01,b0f3dd12,2024-03-01,2024-03-01 00:00:00,internship_listings,application_form,13,1608,123,False,False
b0f3dd12_S02,b0f3dd12,2024-03-07,2024-03-07 00:00:00,homepage,search_results,8,761,95,False,False
b0f3dd12_S03,b0f3dd12,2024-03-14,2024-03-14 00:00:00,profile_creation,resume_upload,8,2652,331,False,False
b0f3dd12_S04,b0f3dd12,2024-03-22,2024-03-22 00:00:00,homepage,application_form,8,2374,296,False,False
b0f3dd12_S05,b0f3dd12,2024-03-28,2024-03-28 00:00:00,application_form,application_form,5,1333,266,False,False
b0f3dd12_S06,b0f3dd12,2024-04-03,2024-04-03 00:00:00,dashboard,profile_creation,9,3183,353,False,True
c02a75bb_S01,c02a75bb,2024-03-09,2024-03-09 00:00:00,homepage,internship_listings,4,399,99,False,False
3d2d8103_S01,3d2d8103,2024-01-14,2024-01-14 00:00:00,resume_upload,resume_upload,6,1594,265,False,False
3d2d8103_S02,3d2d8103,2024-01-20,2024-01-20 00:00:00,resume_upload,internship_details,12,1875,156,False,False
c13d0eca_S01,c13d0eca,2024-02-04,2024-02-04 00:00:00,blog_career_tips,application_form,18,2073,115,False,False
c13d0eca_S02,c13d0eca,2024-02-11,2024-02-11 00:00:00,application_form,application_form,9,2454,272,False,False
c13d0eca_S03,c13d0eca,2024-02-19,2024-02-19 00:00:00,payment_page,resume_upload,15,3485,232,False,False
c13d0eca_S04,c13d0eca,2024-02-23,2024-02-23 00:00:00,internship_listings,application_form,10,2224,222,False,True
78868f82_S01,78868f82,2024-02-18,2024-02-18 00:00:00,dashboard,profile_creation,7,1614,230,False,False
78868f82_S02,78868f82,2024-02-21,2024-02-21 00:00:00,dashboard,application_form,5,1449,289,False,True
e252c0fb_S01,e252c0fb,2024-02-11,2024-02-11 00:00:00,search_results,application_form,12,2886,240,False,False
e252c0fb_S02,e252c0fb,2024-02-13,2024-02-13 00:00:00,company_profiles,internship_listings,5,544,108,False,False
e252c0fb_S03,e252c0fb,2024-02-14,2024-02-14 00:00:00,dashboard,resume_upload,10,2157,215,False,False
e252c0fb_S04,e252c0fb,2024-02-19,2024-02-19 00:00:00,profile_creation,search_results,9,1470,163,False,False
e252c0fb_S05,e252c0fb,2024-02-23,2024-02-23 00:00:00,homepage,application_form,13,2044,157,False,False
e252c0fb_S06,e252c0fb,2024-02-29,2024-02-29 00:00:00,homepage,application_form,10,1068,106,False,False
e252c0fb_S07,e252c0fb,2024-03-01,2024-03-01 00:00:00,homepage,company_profiles,14,2614,186,False,True
9799203e_S01,9799203e,2024-01-21,2024-01-21 00:00:00,company_profiles,resume_upload,7,2106,300,False,False
9799203e_S02,9799203e,2024-01-28,2024-01-28 00:00:00,homepage,application_form,6,879,146,False,True
1eb37dca_S01,1eb37dca,2024-02-01,2024-02-01 00:00:00,search_results,application_form,10,1973,197,False,False
1eb37dca_S02,1eb37dca,2024-02-06,2024-02-06 00:00:00,homepage,internship_listings,13,2791,214,False,True
3683586e_S01,3683586e,2024-01-12,2024-01-12 00:00:00,search_results,internship_listings,4,345,86,False,False
3683586e_S02,3683586e,2024-01-17,2024-01-17 00:00:00,dashboard,application_form,10,2792,279,False,False
3683586e_S03,3683586e,2024-01-25,2024-01-25 00:00:00,internship_details,application_form,11,3203,291,False,False
3683586e_S04,3683586e,2024-01-30,2024-01-30 00:00:00,search_results,company_profiles,12,2102,175,False,False
3683586e_S05,3683586e,2024-02-06,2024-02-06 00:00:00,internship_listings,application_form,11,1252,113,False,True
83c12a12_S01,83c12a12,2024-02-19,2024-02-19 00:00:00,search_results,resume_upload,10,1677,167,False,False
83c12a12_S02,83c12a12,2024-02-26,2024-02-26 00:00:00,internship_listings,resume_upload,8,950,118,False,True
d4bdba87_S01,d4bdba87,2024-03-20,2024-03-20 00:00:00,application_form,internship_listings,9,1398,155,False,False
d4bdba87_S02,d4bdba87,2024-03-26,2024-03-26 00:00:00,profile_creation,application_form,3,576,192,False,False
cf77b564_S01,cf77b564,2024-01-10,2024-01-10 00:00:00,blog_career_tips,application_form,7,1303,186,False,False
cf77b564_S02,cf77b564,2024-01-17,2024-01-17 00:00:00,internship_details,application_form,6,657,109,False,False
cf77b564_S03,cf77b564,2024-01-25,2024-01-25 00:00:00,payment_page,application_form,9,2282,253,False,False
1f9ceb5b_S01,1f9ceb5b,2024-04-03,2024-04-03 00:00:00,resume_upload,internship_listings,5,701,140,False,False
1f9ceb5b_S02,1f9ceb5b,2024-04-05,2024-04-05 00:00:00,application_form,profile_creation,11,3200,290,False,True
1ebdf6d7_S01,1ebdf6d7,2024-01-20,2024-01-20 00:00:00,application_form,resume_upload,8,2903,362,False,False
1ebdf6d7_S02,1ebdf6d7,2024-01-24,2024-01-24 00:00:00,homepage,dashboard,15,2657,177,False,False
1ebdf6d7_S03,1ebdf6d7,2024-01-31,2024-01-31 00:00:00,dashboard,internship_listings,13,1147,88,False,False
1ebdf6d7_S04,1ebdf6d7,2024-02-08,2024-02-08 00:00:00,internship_listings,profile_creation,9,2337,259,False,True
1d45088d_S01,1d45088d,2024-01-10,2024-01-10 00:00:00,search_results,application_form,6,687,114,False,False
1d45088d_S02,1d45088d,2024-01-12,2024-01-12 00:00:00,internship_listings,resume_upload,5,1400,280,False,False
1d45088d_S03,1d45088d,2024-01-18,2024-01-18 00:00:00,search_results,internship_details,6,461,76,False,False
1d45088d_S04,1d45088d,2024-01-20,2024-01-20 00:00:00,dashboard,internship_details,5,440,88,False,False
1d45088d_S05,1d45088d,2024-01-28,2024-01-28 00:00:00,company_profiles,profile_creation,9,1667,185,False,False
1d45088d_S06,1d45088d,2024-02-01,2024-02-01 00:00:00,dashboard,internship_details,6,592,98,False,False
1d45088d_S07,1d45088d,2024-02-07,2024-02-07 00:00:00,internship_details,internship_details,9,881,97,False,True
33a45a37_S01,33a45a37,2024-02-02,2024-02-02 00:00:00,internship_details,resume_upload,11,2478,225,False,False
33a45a37_S02,33a45a37,2024-02-10,2024-02-10 00:00:00,internship_details,resume_upload,10,2701,270,False,False
33a45a37_S03,33a45a37,2024-02-12,2024-02-12 00:00:00,company_profiles,application_form,9,1782,198,False,True
de21d314_S01,de21d314,2024-03-22,2024-03-22 00:00:00,internship_details,resume_upload,5,1015,203,False,False
de21d314_S02,de21d314,2024-03-24,2024-03-24 00:00:00,profile_creation,profile_creation,4,1473,368,False,False
de21d314_S03,de21d314,2024-03-25,2024-03-25 00:00:00,resume_upload,resume_upload,7,1448,206,False,True
761798eb_S01,761798eb,2024-01-08,2024-01-08 00:00:00,resume_upload,application_form,4,1233,308,False,False
761798eb_S02,761798eb,2024-01-15,2024-01-15 00:00:00,homepage,application_form,10,1380,138,False,False
761798eb_S03,761798eb,2024-01-19,2024-01-19 00:00:00,internship_listings,dashboard,8,909,113,False,False
761798eb_S04,761798eb,2024-01-23,2024-01-23 00:00:00,faq_support,resume_upload,13,3065,235,False,True
994b1a76_S01,994b1a76,2024-01-16,2024-01-16 00:00:00,internship_listings,internship_listings,6,670,111,False,False
994b1a76_S02,994b1a76,2024-01-22,2024-01-22 00:00:00,internship_details,company_profiles,11,988,89,False,False
994b1a76_S03,994b1a76,2024-01-28,2024-01-28 00:00:00,internship_listings,profile_creation,7,2005,286,False,True
00052765_S01,00052765,2024-01-24,2024-01-24 00:00:00,dashboard,internship_details,6,510,85,False,False
70fe0dc3_S01,70fe0dc3,2024-02-09,2024-02-09 00:00:00,faq_support,internship_details,7,553,79,False,False
9179f119_S01,9179f119,2024-03-24,2024-03-24 00:00:00,application_form,dashboard,2,430,215,False,False
9179f119_S02,9179f119,2024-03-27,2024-03-27 00:00:00,internship_details,internship_listings,9,2102,233,False,False
9179f119_S03,9179f119,2024-03-29,2024-03-29 00:00:00,resume_upload,resume_upload,5,1349,269,False,False
9179f119_S04,9179f119,2024-04-04,2024-04-04 00:00:00,search_results,payment_page,5,711,142,False,True
20f17dc6_S01,20f17dc6,2024-01-02,2024-01-02 00:00:00,application_form,internship_details,16,4192,262,False,False
20f17dc6_S02,20f17dc6,2024-01-06,2024-01-06 00:00:00,search_results,search_results,7,677,96,False,False
20f17dc6_S03,20f17dc6,2024-01-14,2024-01-14 00:00:00,internship_listings,profile_creation,8,1796,224,False,False
20f17dc6_S04,20f17dc6,2024-01-19,2024-01-19 00:00:00,internship_details,resume_upload,11,3079,279,False,False
20f17dc6_S05,20f17dc6,2024-01-21,2024-01-21 00:00:00,faq_support,resume_upload,6,774,129,False,True
a6bc5826_S01,a6bc5826,2024-03-12,2024-03-12 00:00:00,homepage,profile_creation,10,2392,239,False,False
a6bc5826_S02,a6bc5826,2024-03-17,2024-03-17 00:00:00,search_results,profile_creation,13,2963,227,False,False
a6bc5826_S03,a6bc5826,2024-03-20,2024-03-20 00:00:00,application_form,application_form,12,2553,212,False,False
a6bc5826_S04,a6bc5826,2024-03-26,2024-03-26 00:00:00,search_results,internship_details,14,1560,111,False,False
a6bc5826_S05,a6bc5826,2024-03-27,2024-03-27 00:00:00,search_results,resume_upload,7,869,124,False,False
a6bc5826_S06,a6bc5826,2024-04-01,2024-04-01 00:00:00,homepage,company_profiles,13,2298,176,False,True
0b3c4d55_S01,0b3c4d55,2024-03-02,2024-03-02 00:00:00,homepage,profile_creation,9,1783,198,False,False
3e806902_S01,3e806902,2024-01-29,2024-01-29 00:00:00,application_form,profile_creation,12,3238,269,False,False
3e806902_S02,3e806902,2024-02-02,2024-02-02 00:00:00,internship_listings,profile_creation,6,1566,261,False,True
ca5def66_S01,ca5def66,2024-03-13,2024-03-13 00:00:00,internship_listings,application_form,5,755,151,False,False
ca5def66_S02,ca5def66,2024-03-17,2024-03-17 00:00:00,internship_details,application_form,7,1313,187,False,False
ca5def66_S03,ca5def66,2024-03-25,2024-03-25 00:00:00,search_results,internship_details,6,578,96,False,False
ca5def66_S04,ca5def66,2024-04-02,2024-04-02 00:00:00,resume_upload,resume_upload,3,748,249,False,False
ca5def66_S05,ca5def66,2024-04-03,2024-04-03 00:00:00,faq_support,homepage,2,174,87,False,False
ca5def66_S06,ca5def66,2024-04-08,2024-04-08 00:00:00,search_results,company_profiles,11,2755,250,False,False
c8335d61_S01,c8335d61,2024-01-17,2024-01-17 00:00:00,internship_details,application_form,12,3288,274,False,False
c8335d61_S02,c8335d61,2024-01-19,2024-01-19 00:00:00,faq_support,resume_upload,8,1270,158,False,False
c8335d61_S03,c8335d61,2024-01-27,2024-01-27 00:00:00,resume_upload,internship_listings,12,2388,199,False,False
c8335d61_S04,c8335d61,2024-02-03,2024-02-03 00:00:00,profile_creation,company_profiles,9,2312,256,False,True
df9398b8_S01,df9398b8,2024-03-04,2024-03-04 00:00:00,internship_listings,profile_creation,16,3158,197,False,False
df9398b8_S02,df9398b8,2024-03-11,2024-03-11 00:00:00,homepage,application_form,9,851,94,False,False
df9398b8_S03,df9398b8,2024-03-16,2024-03-16 00:00:00,internship_listings,dashboard,8,1619,202,False,False
df9398b8_S04,df9398b8,2024-03-22,2024-03-22 00:00:00,dashboard,application_form,8,2135,266,False,False
df9398b8_S05,df9398b8,2024-03-23,2024-03-23 00:00:00,internship_listings,profile_creation,12,3382,281,False,False
df9398b8_S06,df9398b8,2024-03-30,2024-03-30 00:00:00,application_form,internship_listings,10,1267,126,False,False
df9398b8_S07,df9398b8,2024-03-31,2024-03-31 00:00:00,search_results,profile_creation,14,2533,180,False,False
df9398b8_S08,df9398b8,2024-04-08,2024-04-08 00:00:00,profile_creation,profile_creation,18,4386,243,False,True
d98eced3_S01,d98eced3,2024-01-11,2024-01-11 00:00:00,internship_details,resume_upload,7,1810,258,False,True
9db32eb6_S01,9db32eb6,2024-02-06,2024-02-06 00:00:00,internship_listings,company_profiles,11,2074,188,False,False
9db32eb6_S02,9db32eb6,2024-02-11,2024-02-11 00:00:00,profile_creation,resume_upload,8,2138,267,False,False
d5279e9c_S01,d5279e9c,2024-01-29,2024-01-29 00:00:00,internship_listings,application_form,15,3396,226,False,False
d5279e9c_S02,d5279e9c,2024-02-06,2024-02-06 00:00:00,blog_career_tips,resume_upload,17,3577,210,False,False
d5279e9c_S03,d5279e9c,2024-02-12,2024-02-12 00:00:00,homepage,internship_details,12,1157,96,False,False
d5279e9c_S04,d5279e9c,2024-02-18,2024-02-18 00:00:00,internship_listings,application_form,11,2120,192,False,False
d5279e9c_S05,d5279e9c,2024-02-25,2024-02-25 00:00:00,company_profiles,resume_upload,16,2943,183,False,False
d5279e9c_S06,d5279e9c,2024-02-27,2024-02-27 00:00:00,homepage,internship_details,10,853,85,False,False
d5279e9c_S07,d5279e9c,2024-02-29,2024-02-29 00:00:00,internship_details,dashboard,9,1457,161,False,False
d5279e9c_S08,d5279e9c,2024-03-07,2024-03-07 00:00:00,blog_career_tips,dashboard,13,2223,171,False,True
91c44a1b_S01,91c44a1b,2024-01-12,2024-01-12 00:00:00,internship_listings,application_form,11,1841,167,False,False
91c44a1b_S02,91c44a1b,2024-01-14,2024-01-14 00:00:00,company_profiles,dashboard,10,2181,218,False,False
91c44a1b_S03,91c44a1b,2024-01-19,2024-01-19 00:00:00,search_results,profile_creation,15,2409,160,False,False
91c44a1b_S04,91c44a1b,2024-01-26,2024-01-26 00:00:00,homepage,application_form,11,2081,189,False,False
91c44a1b_S05,91c44a1b,2024-01-27,2024-01-27 00:00:00,resume_upload,profile_creation,12,3772,314,False,True
d4b37b44_S01,d4b37b44,2024-03-27,2024-03-27 00:00:00,blog_career_tips,application_form,11,3146,286,False,False
d4b37b44_S02,d4b37b44,2024-04-04,2024-04-04 00:00:00,search_results,resume_upload,13,3174,244,False,False
d4b37b44_S03,d4b37b44,2024-04-10,2024-04-10 00:00:00,internship_details,internship_details,13,2828,217,False,False
d4b37b44_S04,d4b37b44,2024-04-15,2024-04-15 00:00:00,faq_support,resume_upload,9,1699,188,False,False
d4b37b44_S05,d4b37b44,2024-04-16,2024-04-16 00:00:00,blog_career_tips,application_form,18,2845,158,False,True
ad839773_S01,ad839773,2024-03-13,2024-03-13 00:00:00,company_profiles,dashboard,10,1886,188,False,False
ad839773_S02,ad839773,2024-03-19,2024-03-19 00:00:00,homepage,internship_listings,9,1749,194,False,True
c06fc88b_S01,c06fc88b,2024-02-26,2024-02-26 00:00:00,homepage,resume_upload,9,2337,259,False,False
c06fc88b_S02,c06fc88b,2024-02-28,2024-02-28 00:00:00,homepage,application_form,12,1485,123,False,False
c06fc88b_S03,c06fc88b,2024-03-02,2024-03-02 00:00:00,homepage,dashboard,14,2701,192,False,False
c06fc88b_S04,c06fc88b,2024-03-08,2024-03-08 00:00:00,homepage,resume_upload,10,2363,236,False,False
c06fc88b_S05,c06fc88b,2024-03-12,2024-03-12 00:00:00,search_results,resume_upload,7,1932,276,False,False
c06fc88b_S06,c06fc88b,2024-03-14,2024-03-14 00:00:00,internship_details,internship_details,3,222,74,False,False
c06fc88b_S07,c06fc88b,2024-03-18,2024-03-18 00:00:00,application_form,application_form,9,2699,299,False,False
c06fc88b_S08,c06fc88b,2024-03-26,2024-03-26 00:00:00,homepage,internship_listings,5,373,74,False,True
7cee302e_S01,7cee302e,2024-01-31,2024-01-31 00:00:00,application_form,resume_upload,7,1816,259,False,False
7cee302e_S02,7cee302e,2024-02-04,2024-02-04 00:00:00,dashboard,internship_details,9,1084,120,False,False
7cee302e_S03,7cee302e,2024-02-10,2024-02-10 00:00:00,search_results,company_profiles,5,427,85,False,False
7cee302e_S04,7cee302e,2024-02-17,2024-02-17 00:00:00,company_profiles,application_form,10,3153,315,False,False
7cee302e_S05,7cee302e,2024-02-18,2024-02-18 00:00:00,internship_listings,application_form,7,789,112,False,False
7cee302e_S06,7cee302e,2024-02-24,2024-02-24 00:00:00,faq_support,search_results,3,215,71,False,False
7cee302e_S07,7cee302e,2024-03-03,2024-03-03 00:00:00,company_profiles,dashboard,9,2290,254,False,True
8d0f27f6_S01,8d0f27f6,2024-01-21,2024-01-21 00:00:00,search_results,profile_creation,13,3868,297,False,False
ddd592fa_S01,ddd592fa,2024-02-05,2024-02-05 00:00:00,company_profiles,profile_creation,14,2570,183,False,False
ddd592fa_S02,ddd592fa,2024-02-11,2024-02-11 00:00:00,dashboard,internship_details,7,738,105,False,True
2714b95a_S01,2714b95a,2024-03-26,2024-03-26 00:00:00,internship_details,resume_upload,6,1194,199,False,False
6e7e76fd_S01,6e7e76fd,2024-01-22,2024-01-22 00:00:00,company_profiles,resume_upload,16,3440,215,False,False
6e7e76fd_S02,6e7e76fd,2024-01-25,2024-01-25 00:00:00,internship_listings,profile_creation,14,4185,298,False,False
6e7e76fd_S03,6e7e76fd,2024-01-29,2024-01-29 00:00:00,application_form,internship_details,11,1147,104,False,True
106313e0_S01,106313e0,2024-03-04,2024-03-04 00:00:00,internship_details,internship_details,11,1936,176,False,False
106313e0_S02,106313e0,2024-03-12,2024-03-12 00:00:00,faq_support,internship_listings,15,4000,266,False,False
106313e0_S03,106313e0,2024-03-16,2024-03-16 00:00:00,internship_listings,resume_upload,8,1093,136,False,False
106313e0_S04,106313e0,2024-03-20,2024-03-20 00:00:00,search_results,application_form,8,1780,222,False,False
106313e0_S05,106313e0,2024-03-21,2024-03-21 00:00:00,search_results,profile_creation,12,2636,219,False,False
106313e0_S06,106313e0,2024-03-29,2024-03-29 00:00:00,search_results,resume_upload,17,1831,107,False,False
106313e0_S07,106313e0,2024-04-03,2024-04-03 00:00:00,search_results,profile_creation,9,1691,187,False,False
106313e0_S08,106313e0,2024-04-09,2024-04-09 00:00:00,faq_support,internship_listings,10,743,74,False,True
25d7f476_S01,25d7f476,2024-01-09,2024-01-09 00:00:00,company_profiles,dashboard,14,2994,213,False,False
25d7f476_S02,25d7f476,2024-01-10,2024-01-10 00:00:00,homepage,company_profiles,10,1619,161,False,False
25d7f476_S03,25d7f476,2024-01-15,2024-01-15 00:00:00,search_results,payment_page,14,4120,294,False,False
25d7f476_S04,25d7f476,2024-01-22,2024-01-22 00:00:00,company_profiles,dashboard,13,2466,189,False,False
25d7f476_S05,25d7f476,2024-01-27,2024-01-27 00:00:00,faq_support,internship_listings,12,1599,133,False,False
25d7f476_S06,25d7f476,2024-02-04,2024-02-04 00:00:00,profile_creation,resume_upload,9,2409,267,False,False
25d7f476_S07,25d7f476,2024-02-10,2024-02-10 00:00:00,search_results,application_form,18,3916,217,False,True
7a598d46_S01,7a598d46,2024-03-31,2024-03-31 00:00:00,internship_listings,application_form,4,458,114,False,False
00ebff84_S01,00ebff84,2024-04-02,2024-04-02 00:00:00,payment_page,application_form,7,1359,194,False,True
72b563f4_S01,72b563f4,2024-03-21,2024-03-21 00:00:00,dashboard,company_profiles,8,686,85,False,False
a6d52156_S01,a6d52156,2024-03-04,2024-03-04 00:00:00,internship_listings,profile_creation,13,3084,237,False,True
380d2bc8_S01,380d2bc8,2024-03-07,2024-03-07 00:00:00,profile_creation,internship_details,8,1195,149,False,False
380d2bc8_S02,380d2bc8,2024-03-15,2024-03-15 00:00:00,company_profiles,application_form,7,1234,176,False,False
380d2bc8_S03,380d2bc8,2024-03-20,2024-03-20 00:00:00,homepage,internship_listings,11,1083,98,False,False
380d2bc8_S04,380d2bc8,2024-03-25,2024-03-25 00:00:00,homepage,resume_upload,14,3449,246,False,True
d3e5454c_S01,d3e5454c,2024-01-04,2024-01-04 00:00:00,faq_support,dashboard,7,1296,185,False,False
f9de80af_S01,f9de80af,2024-03-02,2024-03-02 00:00:00,dashboard,application_form,8,1212,151,False,False
f9de80af_S02,f9de80af,2024-03-07,2024-03-07 00:00:00,company_profiles,profile_creation,5,1278,255,False,False
7fd49bf1_S01,7fd49bf1,2024-01-06,2024-01-06 00:00:00,homepage,company_profiles,6,565,94,False,False
24b2e7e0_S01,24b2e7e0,2024-01-25,2024-01-25 00:00:00,internship_details,resume_upload,10,2140,214,False,False
24b2e7e0_S02,24b2e7e0,2024-01-28,2024-01-28 00:00:00,search_results,resume_upload,8,1531,191,False,True
4f761579_S01,4f761579,2024-02-21,2024-02-21 00:00:00,blog_career_tips,application_form,17,2190,128,False,False
4f761579_S02,4f761579,2024-02-27,2024-02-27 00:00:00,search_results,dashboard,12,2394,199,False,False
4f761579_S03,4f761579,2024-02-28,2024-02-28 00:00:00,internship_details,internship_details,8,712,89,False,False
4f761579_S04,4f761579,2024-03-01,2024-03-01 00:00:00,internship_listings,resume_upload,8,2122,265,False,False
4f761579_S05,4f761579,2024-03-04,2024-03-04 00:00:00,homepage,internship_details,6,530,88,False,False
4f761579_S06,4f761579,2024-03-05,2024-03-05 00:00:00,application_form,profile_creation,12,3229,269,False,False
