intern_id,department,duration_weeks,academic_background,enrollment_date,completion_status,completion_date,dropout_week,dropout_reason,mentor_interaction,weekly_hours,final_project_score,mentor_feedback_score,age,gpa,program_year,program_month,completion_numeric
INT_0437,Research,16,Computer Science,2/20/2023,Completed,6/12/2023,,,Medium,39.9,100,7.4,19,3.03,2023,2,1
INT_0438,Marketing,24,Engineering,1/16/2023,Dropped Out,,15,Performance,Medium,18,81.9,3.6,21,3.86,2023,1,0
INT_0439,Marketing,24,Arts,4/6/2023,Dropped Out,,22,Performance,Medium,26.5,62.8,4.2,19,2.63,2023,4,0
INT_0440,Business,16,Business,1/1/2024,Completed,4/22/2024,,,Low,35.2,75,9.6,22,2.99,2024,1,1
INT_0441,Data Science,24,Other,11/21/2023,Completed,5/7/2024,,,Low,27.4,73.7,8.2,24,2.14,2023,11,1
INT_0442,Marketing,16,Computer Science,2/16/2023,Completed,6/8/2023,,,Low,47.1,92.8,8.5,22,3.09,2023,2,1
INT_0443,Design,16,Engineering,2/22/2023,Dropped Out,,3,Performance,Low,41.1,68.2,8.1,25,2.91,2023,2,0
INT_0444,Business,24,Computer Science,1/14/2023,Completed,7/1/2023,,,Low,37.2,85.2,9.5,26,3.44,2023,1,1
INT_0445,Engineering,16,Arts,1/7/2023,Completed,4/29/2023,,,Medium,39.9,77.6,5.3,24,3.3,2023,1,1
INT_0446,Engineering,12,Science,9/24/2023,Completed,12/17/2023,,,Low,35.8,85.5,8.8,24,3.3,2023,9,1
INT_0447,Data Science,12,Engineering,6/4/2023,Dropped Out,,3,Academic,Low,10,51,5.2,20,3.13,2023,6,0
INT_0448,Design,16,Arts,6/3/2023,Completed,9/23/2023,,,Medium,34.5,68.6,8.2,19,3.86,2023,6,1
INT_0449,Marketing,16,Business,11/17/2023,Completed,3/8/2024,,,Medium,37.7,85.5,8.2,27,2.94,2023,11,1
INT_0450,Data Science,24,Computer Science,3/11/2023,Completed,8/26/2023,,,Low,33.1,81.8,10,24,3.42,2023,3,1
INT_0451,Marketing,24,Engineering,8/14/2023,Dropped Out,,21,Health,Low,27.6,59.5,3.4,20,3.83,2023,8,0
INT_0452,Marketing,16,Science,12/22/2023,Dropped Out,,6,Personal,Low,18.5,46.1,5.5,24,3.39,2023,12,0
INT_0453,Marketing,16,Other,12/22/2023,Completed,4/12/2024,,,Medium,36.7,91.2,6.9,27,3.14,2023,12,1
INT_0454,Data Science,16,Arts,5/24/2023,Dropped Out,,7,Job Offer,High,12.1,67.8,10,19,3.2,2023,5,0
INT_0455,Business,12,Science,10/7/2023,Completed,12/30/2023,,,Low,39.2,78.8,10,30,2.44,2023,10,1
INT_0456,Business,8,Other,8/25/2023,Completed,10/20/2023,,,High,27.9,82.3,7.9,21,3.44,2023,8,1
INT_0457,Design,16,Other,2/5/2023,Dropped Out,,13,Performance,High,25.4,70,5.2,28,2.55,2023,2,0
INT_0458,Design,12,Other,6/5/2023,Completed,8/28/2023,,,Low,35.9,78.4,9.1,28,3.21,2023,6,1
INT_0459,Data Science,24,Arts,2/7/2023,Dropped Out,,20,Performance,Medium,24.3,46.4,4.1,27,3.53,2023,2,0
INT_0460,Design,24,Science,1/19/2023,Completed,7/6/2023,,,Medium,30.2,89.7,10,23,3.34,2023,1,1
INT_0461,Research,8,Computer Science,5/8/2023,Completed,7/3/2023,,,High,38.1,82.9,9.4,23,2.69,2023,5,1
INT_0462,Data Science,8,Science,11/27/2023,Completed,1/22/2024,,,Medium,39.4,80.5,7.8,24,3.31,2023,11,1
INT_0463,Marketing,24,Computer Science,1/6/2023,Completed,6/23/2023,,,Low,34.9,80.1,7.3,21,3.34,2023,1,1
INT_0464,Business,12,Arts,7/11/2023,Completed,10/3/2023,,,Low,38.7,83.2,7.5,30,3.73,2023,7,1
INT_0465,Research,12,Engineering,1/13/2023,Completed,4/7/2023,,,Medium,36.2,86.5,8.7,22,3.44,2023,1,1
INT_0466,Design,8,Computer Science,3/14/2023,Completed,5/9/2023,,,Low,31.6,92.9,5.5,23,3.56,2023,3,1
INT_0467,Design,12,Science,9/5/2023,Dropped Out,,2,Performance,Low,19.3,56,2.9,29,3.21,2023,9,0
INT_0468,Research,24,Engineering,2/4/2023,Completed,7/22/2023,,,Medium,33,91.9,8.7,30,3.43,2023,2,1
INT_0469,Research,8,Computer Science,6/25/2023,Completed,8/20/2023,,,High,37.7,100,7.3,28,3.58,2023,6,1
INT_0470,Data Science,12,Science,3/31/2023,Completed,6/23/2023,,,Medium,34.1,94.2,8.3,23,3.8,2023,3,1
INT_0471,Business,24,Arts,4/29/2023,Completed,10/14/2023,,,Medium,37,71.7,7.7,28,2.79,2023,4,1
INT_0472,Data Science,12,Other,12/3/2023,Dropped Out,,1,Health,Medium,10,68,6.9,21,3.36,2023,12,0
INT_0473,Design,24,Arts,1/3/2023,Completed,6/20/2023,,,Medium,40.2,92.4,7.1,21,3.37,2023,1,1
INT_0474,Marketing,8,Science,2/22/2023,Dropped Out,,5,Personal,Medium,10.8,69.8,5,23,3.17,2023,2,0
INT_0475,Marketing,12,Arts,2/28/2023,Completed,5/23/2023,,,Low,38.5,59.4,7.4,25,2.79,2023,2,1
INT_0476,Business,16,Science,7/18/2023,Completed,11/7/2023,,,Medium,38.4,73.5,9.5,27,3.39,2023,7,1
INT_0477,Engineering,16,Engineering,8/23/2023,Completed,12/13/2023,,,High,29.7,73,9.8,28,3.43,2023,8,1
INT_0478,Research,16,Science,10/30/2023,Completed,2/19/2024,,,Low,38.9,82.5,7.6,20,3.77,2023,10,1
INT_0479,Marketing,8,Business,6/6/2023,Completed,8/1/2023,,,Low,32,87.3,10,23,3.35,2023,6,1
INT_0480,Research,12,Science,7/18/2023,Completed,10/10/2023,,,Medium,37.1,99,9.5,20,2.6,2023,7,1
INT_0481,Business,24,Arts,4/6/2023,Completed,9/21/2023,,,Medium,39.9,93,8.5,26,2.82,2023,4,1
INT_0482,Research,12,Science,3/27/2023,Completed,6/19/2023,,,Medium,38,83.2,9.3,20,3.56,2023,3,1
INT_0483,Data Science,16,Arts,11/14/2023,Dropped Out,,6,Academic,Low,31.5,63.9,8.2,25,3.57,2023,11,0
INT_0484,Data Science,12,Arts,10/15/2023,Dropped Out,,8,Performance,Medium,31.7,55.7,4.9,28,2.76,2023,10,0
INT_0485,Design,24,Other,8/16/2023,Completed,1/31/2024,,,Medium,40.3,94.4,9.5,19,3.24,2023,8,1
INT_0486,Business,8,Business,5/30/2023,Completed,7/25/2023,,,Low,29.5,81.1,9.5,21,3.54,2023,5,1
INT_0487,Business,16,Business,8/23/2023,Completed,12/13/2023,,,Medium,34.7,89.5,9.7,30,2.8,2023,8,1
INT_0488,Design,8,Science,2/28/2023,Dropped Out,,5,Job Offer,Low,29,65.7,6,26,2.94,2023,2,0
INT_0489,Engineering,24,Science,4/22/2023,Completed,10/7/2023,,,High,33.8,87.7,8.9,19,3.75,2023,4,1
INT_0490,Research,12,Engineering,1/17/2023,Completed,4/11/2023,,,Medium,32.6,76.4,9.5,23,3.04,2023,1,1
INT_0491,Engineering,24,Computer Science,5/2/2023,Completed,10/17/2023,,,Medium,31.8,92.7,10,29,3.97,2023,5,1
INT_0492,Business,16,Other,11/9/2023,Dropped Out,,3,Health,Medium,22,67.2,2.4,20,3.36,2023,11,0
INT_0493,Data Science,12,Computer Science,10/19/2023,Completed,1/11/2024,,,Low,41.2,69.8,10,22,2.85,2023,10,1
INT_0494,Business,12,Engineering,12/27/2023,Completed,3/20/2024,,,Low,32.3,67.9,6.8,27,3.69,2023,12,1
INT_0495,Marketing,8,Business,7/30/2023,Completed,9/24/2023,,,High,37.7,83.5,10,22,3.66,2023,7,1
INT_0496,Research,12,Other,3/9/2023,Completed,6/1/2023,,,Medium,33.2,71.7,7.9,29,3.3,2023,3,1
INT_0497,Marketing,12,Other,7/21/2023,Completed,10/13/2023,,,Medium,32.5,68.3,6.5,27,3.23,2023,7,1
INT_0498,Research,16,Other,8/1/2023,Dropped Out,,2,Academic,Medium,23.2,51.1,7.8,24,3.61,2023,8,0
INT_0499,Business,16,Other,7/8/2023,Completed,10/28/2023,,,Medium,29.5,68.4,7.3,25,2.93,2023,7,1
INT_0500,Marketing,8,Other,2/17/2023,Completed,4/14/2023,,,Medium,30.4,75,8.8,25,3.23,2023,2,1
INT_0501,Research,16,Computer Science,10/1/2023,Completed,1/21/2024,,,Medium,34.6,86.9,8.8,24,2.87,2023,10,1
INT_0502,Data Science,24,Engineering,6/15/2023,Completed,11/30/2023,,,High,28.5,93.3,9.7,23,2.74,2023,6,1
INT_0503,Business,12,Science,9/6/2023,Dropped Out,,11,Academic,Medium,12.4,78.9,7.3,18,2.59,2023,9,0
INT_0504,Engineering,24,Computer Science,3/5/2023,Dropped Out,,6,Performance,High,29.4,70.1,6.8,25,2.67,2023,3,0
INT_0505,Engineering,24,Business,12/19/2023,Completed,6/4/2024,,,High,30.7,100,8.6,28,3.1,2023,12,1
INT_0506,Marketing,12,Engineering,2/17/2023,Completed,5/12/2023,,,Medium,37.9,84.4,10,22,3.07,2023,2,1
INT_0507,Engineering,16,Other,11/29/2023,Completed,3/20/2024,,,Low,30.7,83.6,9,24,3.28,2023,11,1
INT_0508,Research,16,Other,12/25/2023,Completed,4/15/2024,,,High,32.8,68.9,10,24,3.75,2023,12,1
INT_0509,Research,8,Other,2/18/2023,Completed,4/15/2023,,,Low,39,75.3,9,25,3.43,2023,2,1
INT_0510,Engineering,12,Science,4/26/2023,Completed,7/19/2023,,,High,31.1,78.1,7.1,25,2.87,2023,4,1
INT_0511,Engineering,8,Other,6/25/2023,Completed,8/20/2023,,,High,43.5,82,10,24,3.6,2023,6,1
INT_0512,Research,12,Arts,2/6/2023,Completed,5/1/2023,,,Medium,37.5,89.7,8.6,19,3.5,2023,2,1
INT_0513,Research,8,Computer Science,6/10/2023,Completed,8/5/2023,,,Medium,42.1,91.8,8.7,22,3.88,2023,6,1
INT_0514,Data Science,24,Business,11/25/2023,Completed,5/11/2024,,,High,38.4,82.9,10,20,4.15,2023,11,1
INT_0515,Engineering,8,Science,11/29/2023,Completed,1/24/2024,,,Low,39.1,82.3,10,23,3.46,2023,11,1
INT_0516,Research,12,Other,3/19/2023,Completed,6/11/2023,,,High,28.3,91.9,7.6,27,3.89,2023,3,1
INT_0517,Research,24,Business,2/14/2023,Completed,8/1/2023,,,High,37.7,86.8,7.8,20,2.49,2023,2,1
INT_0518,Engineering,24,Engineering,8/8/2023,Completed,1/23/2024,,,Medium,35.1,65.8,8.5,20,2.92,2023,8,1
INT_0519,Data Science,16,Other,2/13/2023,Dropped Out,,10,Health,Low,27,59.4,9.5,29,2.79,2023,2,0
INT_0520,Business,16,Other,1/14/2023,Completed,5/6/2023,,,High,33.6,82.2,9.7,28,3.34,2023,1,1
INT_0521,Marketing,12,Science,11/7/2023,Dropped Out,,7,Job Offer,Medium,19.4,69.9,4,28,2.75,2023,11,0
INT_0522,Engineering,12,Arts,7/17/2023,Completed,10/9/2023,,,Low,49.7,97.4,6.5,25,2.67,2023,7,1
INT_0523,Research,8,Science,1/7/2023,Completed,3/4/2023,,,High,31.7,95.1,6.8,23,2.65,2023,1,1
INT_0524,Data Science,24,Science,8/4/2023,Completed,1/19/2024,,,Low,33.9,76.5,8.8,28,4.39,2023,8,1
INT_0525,Data Science,24,Computer Science,1/9/2023,Completed,6/26/2023,,,Medium,37.1,93.5,8.8,18,3.27,2023,1,1
INT_0526,Marketing,12,Computer Science,1/31/2023,Completed,4/25/2023,,,High,45.3,73.7,9.2,24,2.83,2023,1,1
INT_0527,Business,16,Other,12/31/2023,Completed,4/21/2024,,,Medium,29.8,92.4,8.7,24,3.9,2023,12,1
INT_0528,Design,24,Computer Science,11/24/2023,Completed,5/10/2024,,,Medium,31.5,72.4,8.2,27,3.08,2023,11,1
INT_0529,Data Science,16,Computer Science,6/8/2023,Completed,9/28/2023,,,Low,27.9,91,8.3,21,2.96,2023,6,1
INT_0530,Data Science,16,Arts,10/28/2023,Completed,2/17/2024,,,Medium,40.1,100,6.1,28,2.45,2023,10,1
INT_0531,Research,8,Engineering,12/24/2023,Completed,2/18/2024,,,Medium,40.4,95.6,8.5,21,2.68,2023,12,1
INT_0532,Engineering,12,Computer Science,8/11/2023,Completed,11/3/2023,,,Low,36.6,94.2,7,27,3.23,2023,8,1
INT_0533,Business,8,Engineering,12/8/2023,Completed,2/2/2024,,,Medium,33.3,77.1,9.2,29,2.88,2023,12,1
INT_0534,Data Science,8,Computer Science,12/29/2023,Completed,2/23/2024,,,Low,39.3,82.7,8.6,18,2.62,2023,12,1
INT_0535,Data Science,24,Engineering,9/25/2023,Completed,3/11/2024,,,Medium,34.8,77.4,10,29,3.58,2023,9,1
INT_0536,Marketing,12,Engineering,3/6/2023,Completed,5/29/2023,,,Medium,36.4,100,9.1,22,3.36,2023,3,1
INT_0537,Research,8,Computer Science,6/21/2023,Completed,8/16/2023,,,High,24.6,83.1,8.1,22,3.77,2023,6,1
INT_0538,Business,8,Engineering,12/31/2023,Completed,2/25/2024,,,High,31,84.4,10,28,3.02,2023,12,1
INT_0539,Engineering,24,Arts,9/19/2023,Dropped Out,,16,Health,Medium,22.8,79.1,7,20,3.22,2023,9,0
INT_0540,Marketing,12,Engineering,2/22/2023,Completed,5/17/2023,,,High,32,87.1,10,28,3,2023,2,1
INT_0541,Research,8,Business,9/18/2023,Completed,11/13/2023,,,Low,29.6,78.1,6.6,18,2.61,2023,9,1
INT_0542,Data Science,8,Arts,7/6/2023,Completed,8/31/2023,,,Low,32,62.9,9.8,20,3.71,2023,7,1
INT_0543,Data Science,8,Science,1/1/2024,Completed,2/26/2024,,,Medium,34,100,8.9,24,3.81,2024,1,1
INT_0544,Data Science,16,Business,8/2/2023,Completed,11/22/2023,,,High,37.3,99.6,9.6,23,3.52,2023,8,1
INT_0545,Marketing,8,Science,7/10/2023,Dropped Out,,6,Academic,Low,15.8,65.9,8.1,20,3.81,2023,7,0
INT_0546,Data Science,8,Arts,2/5/2023,Completed,4/2/2023,,,High,32.8,80.2,8.9,22,3.39,2023,2,1
INT_0547,Marketing,16,Computer Science,10/11/2023,Dropped Out,,6,Personal,Medium,29.3,86.6,7.6,22,3.32,2023,10,0
INT_0548,Business,16,Other,11/15/2023,Dropped Out,,6,Health,Low,16.7,71,9.6,25,3.11,2023,11,0
INT_0549,Data Science,12,Business,1/4/2023,Completed,3/29/2023,,,High,31.8,74.9,7.4,18,2.93,2023,1,1
INT_0550,Data Science,16,Other,12/22/2023,Completed,4/12/2024,,,High,35.1,94,7.1,23,3.81,2023,12,1
INT_0551,Engineering,24,Other,6/7/2023,Dropped Out,,17,Personal,Low,33.9,74,7.9,24,2.76,2023,6,0
INT_0552,Design,8,Business,12/31/2023,Completed,2/25/2024,,,Low,35.9,90.5,6.7,18,2.84,2023,12,1
INT_0553,Data Science,24,Other,7/10/2023,Completed,12/25/2023,,,Medium,29.9,92,6.2,29,3.45,2023,7,1
INT_0554,Engineering,8,Science,3/10/2023,Completed,5/5/2023,,,High,37.8,91.3,7.5,24,3.43,2023,3,1
INT_0555,Engineering,8,Arts,12/6/2023,Completed,1/31/2024,,,High,30.3,99.3,7.8,21,3.17,2023,12,1
INT_0556,Marketing,16,Engineering,7/21/2023,Completed,11/10/2023,,,Medium,36.7,69.4,8.6,29,3.09,2023,7,1
INT_0557,Marketing,16,Arts,5/20/2023,Completed,9/9/2023,,,Low,38.4,82.1,7.8,21,3.46,2023,5,1
INT_0558,Data Science,8,Business,2/24/2023,Completed,4/21/2023,,,Low,38.8,91.1,7,25,3.1,2023,2,1
INT_0559,Marketing,24,Computer Science,10/2/2023,Completed,3/18/2024,,,Low,41.1,79,5.8,30,3.46,2023,10,1
INT_0560,Data Science,24,Engineering,8/26/2023,Dropped Out,,4,Academic,Low,30,84.9,6.8,20,3.64,2023,8,0
INT_0561,Research,16,Other,12/23/2023,Completed,4/13/2024,,,High,39.8,88.3,10,21,3.9,2023,12,1
INT_0562,Marketing,12,Computer Science,12/31/2023,Dropped Out,,6,Performance,Low,22.2,88.5,4.4,26,3.81,2023,12,0
INT_0563,Engineering,16,Engineering,3/31/2023,Completed,7/21/2023,,,Low,38.5,86.6,8.2,24,3.42,2023,3,1
INT_0564,Design,12,Computer Science,8/25/2023,Completed,11/17/2023,,,Low,38.1,93.9,7.6,30,3.25,2023,8,1
INT_0565,Data Science,8,Computer Science,2/1/2023,Completed,3/29/2023,,,High,40.9,96.7,9.3,21,3.14,2023,2,1
INT_0566,Data Science,12,Arts,7/10/2023,Completed,10/2/2023,,,Medium,44.8,85,10,28,3.74,2023,7,1
INT_0567,Engineering,16,Computer Science,1/12/2023,Completed,5/4/2023,,,High,37,74.8,6.7,21,3.35,2023,1,1
INT_0568,Research,24,Business,2/17/2023,Completed,8/4/2023,,,High,44.9,79.7,8,30,3.34,2023,2,1
INT_0569,Marketing,8,Computer Science,8/25/2023,Completed,10/20/2023,,,Low,37.6,98.3,9.8,27,3.4,2023,8,1
INT_0570,Design,24,Arts,1/16/2023,Dropped Out,,14,Personal,Low,25.3,73.4,1,23,3.08,2023,1,0
INT_0571,Data Science,12,Engineering,5/24/2023,Completed,8/16/2023,,,Medium,26.7,90.4,8.7,20,3.51,2023,5,1
INT_0572,Engineering,12,Other,6/1/2023,Completed,8/24/2023,,,Medium,32.7,83.5,8.4,26,3.02,2023,6,1
INT_0573,Design,8,Computer Science,5/24/2023,Completed,7/19/2023,,,Low,39.7,87.6,9,24,3.52,2023,5,1
INT_0574,Data Science,12,Other,10/6/2023,Completed,12/29/2023,,,Medium,38.1,77,9.8,24,2.95,2023,10,1
INT_0575,Research,16,Arts,10/6/2023,Dropped Out,,6,Health,High,27.3,66.1,8.4,26,3.15,2023,10,0
INT_0576,Marketing,24,Engineering,4/3/2023,Completed,9/18/2023,,,Low,32.4,83,8.2,27,2.9,2023,4,1
INT_0577,Data Science,8,Engineering,1/30/2023,Completed,3/27/2023,,,High,31.7,78,5.9,25,3.11,2023,1,1
INT_0578,Business,16,Science,4/30/2023,Completed,8/20/2023,,,High,33.7,82.6,8.4,19,3.39,2023,4,1
INT_0579,Data Science,12,Engineering,10/1/2023,Completed,12/24/2023,,,High,31.9,95.5,7,29,2.9,2023,10,1
INT_0580,Engineering,12,Science,7/18/2023,Completed,10/10/2023,,,Medium,31.2,72,7.8,20,3.27,2023,7,1
INT_0581,Data Science,12,Science,6/12/2023,Completed,9/4/2023,,,High,33.1,88.3,9.8,29,3.05,2023,6,1
INT_0582,Marketing,8,Other,12/25/2023,Completed,2/19/2024,,,Low,34.8,76.5,9.4,27,2.49,2023,12,1
INT_0583,Business,12,Science,4/7/2023,Completed,6/30/2023,,,High,36.2,74.4,6.8,30,3.21,2023,4,1
INT_0584,Design,16,Business,9/9/2023,Dropped Out,,1,Personal,Low,24.2,38.4,5.8,27,2.87,2023,9,0
INT_0585,Data Science,8,Science,9/2/2023,Completed,10/28/2023,,,Low,29.1,61.8,9.3,27,3.86,2023,9,1
INT_0586,Data Science,12,Engineering,4/1/2023,Completed,6/24/2023,,,High,37.4,88.7,9.1,23,2.43,2023,4,1
INT_0587,Engineering,8,Business,10/28/2023,Completed,12/23/2023,,,High,29.1,80,10,20,3.17,2023,10,1
INT_0588,Engineering,16,Computer Science,7/11/2023,Completed,10/31/2023,,,High,41.2,84.4,9.9,28,3.05,2023,7,1
INT_0589,Design,8,Engineering,6/4/2023,Completed,7/30/2023,,,Low,32.4,65.4,7.8,20,3.34,2023,6,1
INT_0590,Research,24,Other,9/7/2023,Completed,2/22/2024,,,High,44.5,100,10,20,3.14,2023,9,1
INT_0591,Research,16,Business,12/7/2023,Completed,3/28/2024,,,High,24.5,93.6,7.2,20,3.36,2023,12,1
INT_0592,Design,16,Other,12/19/2023,Completed,4/9/2024,,,Low,32.1,76.6,7.6,20,2.98,2023,12,1
INT_0593,Research,8,Other,10/21/2023,Dropped Out,,7,Health,Medium,28,62.1,6.1,18,3.38,2023,10,0
INT_0594,Data Science,16,Science,4/24/2023,Completed,8/14/2023,,,Medium,41.1,79.9,7.4,19,3.11,2023,4,1
INT_0595,Design,12,Engineering,2/9/2023,Completed,5/4/2023,,,Low,37,89.7,9.3,23,2.81,2023,2,1
INT_0596,Data Science,8,Other,12/10/2023,Completed,2/4/2024,,,Medium,37,81.9,7.2,23,2.85,2023,12,1
INT_0597,Design,8,Engineering,4/18/2023,Completed,6/13/2023,,,Low,36.5,88.8,10,19,3.48,2023,4,1
INT_0598,Marketing,16,Computer Science,1/1/2023,Completed,4/23/2023,,,Low,24.6,79.2,8.5,25,2.84,2023,1,1
INT_0599,Research,24,Business,7/31/2023,Dropped Out,,13,Job Offer,Medium,19.8,54,5.9,26,3.56,2023,7,0
INT_0600,Design,8,Arts,10/23/2023,Completed,12/18/2023,,,Medium,32,89.6,4.4,28,3,2023,10,1
INT_0601,Data Science,12,Arts,2/7/2023,Completed,5/2/2023,,,Medium,40.9,81.3,7.6,18,2.76,2023,2,1
INT_0602,Marketing,8,Engineering,5/14/2023,Completed,7/9/2023,,,High,38.8,87.2,9.3,19,4.77,2023,5,1
INT_0603,Marketing,12,Arts,3/24/2023,Completed,6/16/2023,,,Medium,35.3,79.9,10,26,3.11,2023,3,1
INT_0604,Engineering,16,Science,11/11/2023,Completed,3/2/2024,,,High,34.8,80.8,7.6,29,3.33,2023,11,1
INT_0605,Engineering,24,Other,3/26/2023,Completed,9/10/2023,,,High,30.9,79.5,10,24,3.01,2023,3,1
INT_0606,Data Science,8,Computer Science,6/19/2023,Completed,8/14/2023,,,Low,32.3,88.6,7.4,21,3.5,2023,6,1
INT_0607,Design,16,Other,5/25/2023,Dropped Out,,2,Academic,Low,30.9,66.7,4.7,24,3.13,2023,5,0
INT_0608,Business,24,Business,1/28/2023,Dropped Out,,14,Academic,Low,25.8,84.4,4.6,22,3.5,2023,1,0
INT_0609,Research,24,Business,2/19/2023,Completed,8/6/2023,,,Low,37.5,87,9.5,20,2.62,2023,2,1
INT_0610,Research,16,Computer Science,8/31/2023,Completed,12/21/2023,,,High,39.3,80.4,7.2,22,3.58,2023,8,1
INT_0611,Design,24,Arts,12/5/2023,Completed,5/21/2024,,,Low,40,95.4,6.9,28,2.69,2023,12,1
INT_0612,Business,24,Business,7/9/2023,Completed,12/24/2023,,,High,26.8,81.1,10,23,3.01,2023,7,1
INT_0613,Data Science,24,Computer Science,5/15/2023,Dropped Out,,9,Personal,Medium,21.3,47.7,3.8,22,3.32,2023,5,0
INT_0614,Business,8,Business,12/23/2023,Dropped Out,,1,Job Offer,Medium,25.7,20.1,5.6,30,2.55,2023,12,0
INT_0615,Business,24,Science,4/27/2023,Dropped Out,,13,Health,Medium,31.6,77.2,7.7,24,3.27,2023,4,0
INT_0616,Business,24,Science,5/1/2023,Dropped Out,,3,Performance,Medium,17.4,91.2,7.9,29,3.11,2023,5,0
INT_0617,Engineering,12,Computer Science,8/18/2023,Dropped Out,,3,Personal,Low,22.8,73.9,3.8,30,3.57,2023,8,0
INT_0618,Data Science,12,Computer Science,8/5/2023,Completed,10/28/2023,,,Low,32.4,74.4,10,28,3.1,2023,8,1
INT_0619,Design,12,Other,3/17/2023,Completed,6/9/2023,,,High,36.1,100,8.4,22,2.46,2023,3,1
INT_0620,Marketing,8,Computer Science,7/18/2023,Completed,9/12/2023,,,Medium,28.2,100,9.9,26,3.24,2023,7,1
INT_0621,Marketing,16,Science,8/23/2023,Completed,12/13/2023,,,High,39.3,97.5,10,18,3.52,2023,8,1
INT_0622,Research,24,Computer Science,8/1/2023,Dropped Out,,19,Health,Low,11.8,50.6,5.8,27,3.24,2023,8,0
INT_0623,Engineering,8,Science,2/21/2023,Completed,4/18/2023,,,High,29.9,84,8.7,26,2.93,2023,2,1
INT_0624,Marketing,24,Engineering,7/16/2023,Dropped Out,,19,Health,Medium,25.6,61.8,4.1,25,3.23,2023,7,0
INT_0625,Engineering,12,Engineering,7/26/2023,Completed,10/18/2023,,,Low,26.3,90.8,8.4,27,3.38,2023,7,1
INT_0626,Research,24,Computer Science,7/22/2023,Completed,1/6/2024,,,High,32.9,100,9.3,23,2.67,2023,7,1
INT_0627,Research,12,Computer Science,9/1/2023,Completed,11/24/2023,,,High,25.7,95.3,9.1,23,3.37,2023,9,1
INT_0628,Engineering,16,Engineering,6/9/2023,Completed,9/29/2023,,,Medium,28.6,71,7.6,25,3.62,2023,6,1
INT_0629,Research,8,Business,3/10/2023,Completed,5/5/2023,,,Medium,34.7,76.5,10,29,3.17,2023,3,1
INT_0630,Design,16,Engineering,8/2/2023,Completed,11/22/2023,,,Medium,41,80.4,7.9,19,3.66,2023,8,1
INT_0631,Data Science,24,Business,7/28/2023,Completed,1/12/2024,,,Medium,37.1,83.1,9,30,3.98,2023,7,1
INT_0632,Business,16,Computer Science,9/21/2023,Completed,1/11/2024,,,Medium,22.6,78.4,9.2,19,2.81,2023,9,1
INT_0633,Marketing,24,Business,9/26/2023,Dropped Out,,1,Personal,High,38.8,72.5,5.7,21,2.92,2023,9,0
INT_0634,Data Science,8,Business,1/17/2023,Completed,3/14/2023,,,Medium,38.1,86.6,7.6,23,3.29,2023,1,1
INT_0635,Research,12,Engineering,7/8/2023,Completed,9/30/2023,,,High,24.1,96.4,9.1,26,3.37,2023,7,1
INT_0636,Design,8,Other,1/16/2023,Completed,3/13/2023,,,Low,28.1,77.9,8.1,25,2.89,2023,1,1
INT_0637,Business,24,Business,8/31/2023,Completed,2/15/2024,,,Medium,40.8,97.9,8.3,23,2.93,2023,8,1
INT_0638,Marketing,12,Engineering,12/19/2023,Completed,3/12/2024,,,Low,36.6,81.7,8.4,18,2.99,2023,12,1
INT_0639,Design,8,Business,10/20/2023,Completed,12/15/2023,,,Medium,35.8,95.2,8.5,21,2.57,2023,10,1
INT_0640,Data Science,12,Other,4/16/2023,Dropped Out,,7,Health,Low,26.8,75.4,3.5,18,3.88,2023,4,0
INT_0641,Research,8,Arts,3/9/2023,Completed,5/4/2023,,,High,44.9,88.5,10,27,3,2023,3,1
INT_0642,Engineering,12,Engineering,11/8/2023,Completed,1/31/2024,,,High,36.2,82.5,10,22,3.26,2023,11,1
INT_0643,Research,16,Arts,7/12/2023,Completed,11/1/2023,,,High,38.7,82.9,9.5,25,3.01,2023,7,1
INT_0644,Marketing,12,Arts,6/4/2023,Completed,8/27/2023,,,Medium,25.2,86.4,5.8,27,3.5,2023,6,1
INT_0645,Design,8,Computer Science,9/19/2023,Completed,11/14/2023,,,High,42.5,78.1,10,23,2.73,2023,9,1
INT_0646,Business,16,Engineering,12/17/2023,Dropped Out,,2,Job Offer,Low,24,73.7,4.6,22,3.54,2023,12,0
INT_0647,Research,16,Engineering,5/14/2023,Dropped Out,,15,Job Offer,High,25.6,60,8.6,21,3.64,2023,5,0
INT_0648,Data Science,12,Computer Science,11/4/2023,Completed,1/27/2024,,,Medium,28.5,90.7,9.2,23,2.45,2023,11,1
INT_0649,Research,12,Other,1/14/2023,Completed,4/8/2023,,,High,33.4,81.6,10,22,3.01,2023,1,1
INT_0650,Marketing,24,Arts,7/18/2023,Dropped Out,,19,Health,Medium,23.4,53.7,8.1,21,3.86,2023,7,0
INT_0651,Marketing,12,Other,10/1/2023,Completed,12/24/2023,,,Medium,33.1,79.9,7.6,25,3.16,2023,10,1
INT_0652,Research,16,Science,6/3/2023,Completed,9/23/2023,,,High,25.5,98.2,8.6,28,3.04,2023,6,1
INT_0653,Business,12,Engineering,2/19/2023,Completed,5/14/2023,,,Medium,31.6,95,8.6,29,3,2023,2,1
INT_0654,Marketing,12,Other,6/21/2023,Completed,9/13/2023,,,Medium,35.2,89.4,9.9,21,2.79,2023,6,1
