university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
State University,4.02,China,IST,86,Business Analyst Intern,2,3,4,388,Mac Safari,Company Website,False,14,0,0.5,0,28.666666666666668,11,0,2,1
Liberal Arts College,3.37,Australia,GMT,35,Research Assistant,2,5,3,258,Mobile iOS,University,False,16,0,0.6,0,7.0,15,0,3,1
Liberal Arts College,3.6,UK,EST,93,Software Developer Intern,3,3,4,193,Mobile iOS,LinkedIn,False,14,0,0.5,0,31.0,14,0,0,1
State University,3.49,UK,GMT,61,Marketing Intern,3,5,4,202,Mac Safari,Company Website,False,14,0,0.5,0,12.2,13,0,1,4
International University,3.45,India,IST,67,Software Developer Intern,1,2,4,122,Mobile iOS,Company Website,False,17,0,0.65,0,33.5,13,0,4,3
International University,3.91,USA,Unknown,3,Data Science Intern,6,7,8,46,Automated Script,Direct,True,6,1,0.7,1,0.4285714285714285,0,1,1,1
Community College,3.63,India,PST,67,Research Assistant,1,4,4,402,Mac Safari,Job Portal,False,14,0,0.5,0,16.75,15,0,5,4
Community College,3.19,China,CET,81,Research Assistant,0,2,2,499,Mac Safari,LinkedIn,False,14,0,0.55,0,40.5,16,0,6,1
State University,3.56,Germany,CST,80,Marketing Intern,0,3,4,63,Windows Firefox,LinkedIn,False,13,0,0.45,0,26.666666666666668,14,0,6,4
Online University,3.22,China,IST,108,Business Analyst Intern,0,2,3,62,Windows Chrome,LinkedIn,False,14,0,0.5,0,54.0,14,0,1,4
Online University,3.6,India,PST,39,Research Assistant,2,5,3,322,Windows Firefox,Job Portal,False,13,0,0.45,0,7.8,10,0,1,6
Tech Institute,3.42,India,IST,70,Software Developer Intern,0,5,4,149,Mac Safari,LinkedIn,False,16,0,0.6,0,14.0,13,0,0,4
Tech Institute,3.15,India,CET,68,Data Science Intern,1,2,2,382,Windows Chrome,Job Portal,False,16,0,0.65,0,34.0,9,0,3,2
State University,3.6,UK,GMT,77,Data Science Intern,1,2,2,321,Windows Chrome,University,False,14,0,0.5,0,38.5,12,0,0,3
Community College,2.43,UK,CET,70,Research Assistant,0,4,3,183,Mac Safari,Job Portal,False,14,0,0.5,0,17.5,12,0,0,6
Online University,3.26,India,CST,31,Business Analyst Intern,2,4,2,357,Windows Chrome,Job Portal,False,14,0,0.5,0,7.75,15,0,5,6
Tech Institute,3.55,Canada,CET,51,Research Assistant,2,5,3,287,Mobile iOS,Company Website,False,13,0,0.45,0,10.2,16,0,0,3
Community College,3.52,Brazil,GMT,48,Data Science Intern,1,3,4,483,Windows Chrome,Job Portal,False,14,0,0.5,0,16.0,17,0,0,4
State University,3.23,India,GMT,26,Research Assistant,3,2,2,81,Windows Firefox,University,False,15,0,0.55,0,13.0,14,0,5,3
State University,3.56,Germany,GMT,102,Business Analyst Intern,2,3,2,492,Windows Firefox,Job Portal,False,15,0,0.55,0,34.0,10,0,4,5
Liberal Arts College,3.03,Australia,PST,22,Research Assistant,1,5,3,122,Mac Safari,Company Website,False,14,0,0.5,0,4.4,15,0,2,2
International University,3.73,Brazil,IST,97,Software Developer Intern,0,2,4,283,Windows Firefox,Company Website,False,13,0,0.45,0,48.5,15,0,1,4
Tech Institute,3.17,USA,GMT,104,Marketing Intern,1,2,3,482,Mobile iOS,Company Website,False,14,0,0.55,0,52.0,13,0,1,1
Community College,3.15,Germany,CET,73,Software Developer Intern,3,3,3,409,Mobile iOS,Job Portal,False,16,0,0.6,0,24.33333333333333,13,0,6,3
State University,3.81,China,CST,108,Business Analyst Intern,2,2,2,82,Windows Firefox,Company Website,False,16,0,0.6,0,54.0,10,0,5,2
Community College,3.38,Brazil,EST,112,Marketing Intern,1,5,2,294,Windows Chrome,LinkedIn,False,16,0,0.6,0,22.4,9,0,6,6
State University,3.33,UK,PST,39,Research Assistant,0,3,4,157,Windows Chrome,LinkedIn,False,14,0,0.5,0,13.0,10,0,5,5
International University,3.03,Canada,CET,61,Software Developer Intern,1,5,2,391,Windows Chrome,University,False,13,0,0.5,0,12.2,13,0,6,2
Online University,3.38,UK,CET,85,Data Science Intern,1,4,4,279,Windows Firefox,Company Website,False,13,0,0.45,0,21.25,12,0,5,4
Community College,3.28,India,PST,54,Software Developer Intern,1,4,4,456,Windows Firefox,Company Website,False,15,0,0.55,0,13.5,12,0,1,2
Tech Institute,3.2,Brazil,GMT,23,Research Assistant,0,3,3,492,Windows Firefox,LinkedIn,False,14,0,0.5,0,7.666666666666667,14,0,6,3
Tech Institute,3.69,UK,GMT,25,Business Analyst Intern,2,5,2,291,Mac Safari,LinkedIn,False,15,0,0.55,0,5.0,13,0,3,3
Community College,3.19,China,IST,51,Business Analyst Intern,2,5,4,303,Mac Safari,LinkedIn,False,14,0,0.5,0,10.2,17,0,0,6
Tech Institute,3.69,Canada,CST,32,Marketing Intern,2,4,3,303,Mobile iOS,Company Website,False,16,0,0.6,0,8.0,17,0,2,5
Tech Institute,3.54,Brazil,PST,109,Marketing Intern,0,4,2,312,Mobile iOS,LinkedIn,False,13,0,0.45,0,27.25,12,0,4,5
International University,3.74,Canada,CST,45,Marketing Intern,2,3,3,472,Mac Safari,Job Portal,False,15,0,0.55,0,15.0,11,0,1,4
Tech Institute,3.18,Australia,CET,95,Research Assistant,1,3,4,359,Mobile iOS,Company Website,False,13,0,0.45,0,31.666666666666668,11,0,5,4
Community College,3.28,China,CET,66,Business Analyst Intern,2,4,3,489,Mac Safari,LinkedIn,False,14,0,0.55,0,16.5,15,0,6,4
Tech Institute,3.96,UK,EST,45,Research Assistant,1,5,4,439,Mac Safari,Job Portal,False,15,0,0.55,0,9.0,13,0,2,2
State University,2.99,Brazil,IST,71,Data Science Intern,0,2,2,96,Windows Firefox,Company Website,False,13,0,0.45,0,35.5,15,0,5,1
Online University,3.62,China,CST,24,Research Assistant,0,4,2,187,Windows Chrome,LinkedIn,False,16,0,0.6,0,6.0,12,0,5,4
International University,3.31,USA,GMT,39,Software Developer Intern,0,2,4,337,Mac Safari,Job Portal,False,16,0,0.6,0,19.5,14,0,1,6
Online University,3.8,China,,8,Data Science Intern,8,7,5,17,Windows Chrome,Direct,True,12,1,0.55,0,1.1428571428571428,0,1,5,6
Liberal Arts College,2.96,China,PST,67,Marketing Intern,0,2,4,221,Mobile iOS,Job Portal,False,14,0,0.5,0,33.5,12,0,2,3
Community College,3.81,China,GMT,83,Data Science Intern,0,5,3,491,Windows Firefox,University,False,14,0,0.5,0,16.6,17,0,3,2
International University,3.45,Canada,GMT,93,Business Analyst Intern,1,4,2,359,Mac Safari,University,False,15,0,0.55,0,23.25,12,0,6,4
Online University,3.78,India,CET,25,Data Science Intern,1,3,3,135,Mac Safari,LinkedIn,False,16,0,0.6,0,8.333333333333334,15,0,6,4
Tech Institute,3.26,UK,EST,54,Research Assistant,2,5,4,284,Windows Chrome,Company Website,False,15,0,0.55,0,10.8,15,0,3,3
Community College,3.54,India,GMT,79,Marketing Intern,3,3,3,56,Windows Chrome,University,False,16,0,0.6,0,26.33333333333333,16,0,5,6
Community College,3.79,Canada,PST,59,Research Assistant,1,4,3,250,Windows Chrome,LinkedIn,False,13,0,0.5,0,14.75,9,0,4,5
Community College,3.75,,Unknown,7,Data Science Intern,7,6,6,97,Unknown Browser,,True,14,1,0.65,0,1.1666666666666667,6,1,0,5
Community College,3.73,Brazil,,4,Marketing Intern,5,8,8,89,Windows Chrome,,True,14,1,0.65,0,0.5,3,1,1,1
Community College,3.58,Germany,PST,113,Business Analyst Intern,0,2,2,458,Mac Safari,Job Portal,False,14,0,0.5,0,56.5,12,0,6,1
Liberal Arts College,3.75,UK,UTC,3,Business Analyst Intern,5,7,8,90,Automated Script,,True,6,1,0.7,1,0.4285714285714285,0,1,3,2
Tech Institute,3.51,Brazil,CET,114,Business Analyst Intern,2,5,2,169,Mac Safari,Job Portal,False,13,0,0.45,0,22.8,10,0,4,5
State University,4.0,Canada,CST,84,Business Analyst Intern,2,5,2,355,Windows Chrome,University,False,15,0,0.55,0,16.8,17,0,5,1
State University,3.62,China,PST,102,Research Assistant,2,2,2,316,Windows Chrome,Job Portal,False,15,0,0.55,0,51.0,11,0,1,6
Tech Institute,4.32,Brazil,IST,59,Research Assistant,2,3,2,144,Mac Safari,Company Website,False,11,0,0.45,0,19.666666666666668,10,0,0,5
International University,3.92,India,CET,91,Research Assistant,1,3,2,442,Windows Chrome,Job Portal,False,16,0,0.6,0,30.33333333333333,10,0,5,1
International University,3.92,Germany,PST,87,Marketing Intern,1,4,3,72,Mobile iOS,Company Website,False,14,0,0.5,0,21.75,10,0,3,6
Community College,3.66,India,PST,61,Software Developer Intern,1,2,2,347,Windows Chrome,Job Portal,False,14,0,0.5,0,30.5,15,0,1,6
Community College,3.31,Canada,PST,78,Research Assistant,3,2,2,105,Windows Firefox,Job Portal,False,14,0,0.5,0,39.0,9,0,4,5
State University,3.48,UK,CET,72,Marketing Intern,0,3,3,147,Windows Chrome,Company Website,False,14,0,0.5,0,24.0,11,0,1,2
Community College,3.43,India,CET,58,Research Assistant,1,4,4,313,Mobile iOS,LinkedIn,False,13,0,0.45,0,14.5,17,0,0,3
International University,3.61,India,CET,48,Data Science Intern,1,2,4,386,Windows Firefox,LinkedIn,False,13,0,0.45,0,24.0,14,0,2,4
State University,3.12,Brazil,GMT,37,Data Science Intern,2,4,2,330,Mac Safari,Company Website,False,13,0,0.45,0,9.25,10,0,3,3
State University,2.64,Brazil,CET,113,Research Assistant,1,5,3,356,Windows Firefox,Job Portal,False,15,0,0.55,0,22.6,9,0,1,2
Online Degree Mill,2.5,Australia,UTC,10,Marketing Intern,1,8,7,82,Windows Chrome,Unknown,True,10,0,0.55,0,1.25,12,0,0,3
Tech Institute,3.69,Brazil,EST,64,Software Developer Intern,3,3,4,380,Mac Safari,LinkedIn,False,13,0,0.45,0,21.33333333333333,13,0,6,4
Liberal Arts College,3.3,Australia,CST,33,Data Science Intern,1,2,3,301,Windows Chrome,University,False,14,0,0.6,0,16.5,14,0,6,3
Online University,3.82,China,UTC,10,Research Assistant,5,9,5,65,Unknown Browser,Direct,True,13,1,0.6,0,1.1111111111111112,17,0,0,5
Liberal Arts College,3.41,India,CET,66,Data Science Intern,3,3,2,369,Mobile iOS,University,False,16,0,0.6,0,22.0,17,0,5,5
International University,3.24,UK,PST,107,Business Analyst Intern,0,4,4,109,Windows Firefox,Company Website,False,15,0,0.55,0,26.75,13,0,4,2
Online University,3.47,Germany,IST,82,Research Assistant,1,2,2,437,Windows Chrome,Company Website,False,14,0,0.5,0,41.0,11,0,4,4
Online University,3.55,USA,CET,38,Marketing Intern,2,2,2,264,Windows Firefox,University,False,15,0,0.55,0,19.0,16,0,4,1
International University,3.53,China,CST,102,Data Science Intern,2,3,2,371,Windows Chrome,Company Website,False,15,0,0.55,0,34.0,12,0,6,4
Community College,3.28,USA,IST,106,Marketing Intern,1,2,3,298,Windows Firefox,LinkedIn,False,14,0,0.5,0,53.0,13,0,5,3
Liberal Arts College,3.9,Australia,,4,Research Assistant,5,6,7,59,Automated Script,,True,6,1,0.7,1,0.6666666666666666,0,1,2,3
International University,3.61,India,EST,119,Software Developer Intern,1,4,3,253,Windows Chrome,University,False,14,0,0.5,0,29.75,15,0,4,2
Online University,3.48,Australia,EST,57,Data Science Intern,2,3,4,420,Windows Chrome,Company Website,False,15,0,0.55,0,19.0,17,0,0,3
State University,3.92,Germany,CET,98,Research Assistant,1,5,4,477,Windows Chrome,LinkedIn,False,17,0,0.65,0,19.6,15,0,4,4
Online University,3.51,USA,GMT,33,Business Analyst Intern,1,4,3,288,Windows Chrome,University,False,14,0,0.5,0,8.25,17,0,2,4
State University,3.57,USA,GMT,62,Data Science Intern,0,5,4,317,Windows Chrome,LinkedIn,False,15,0,0.55,0,12.4,10,0,6,6
Liberal Arts College,3.1,USA,CST,65,Research Assistant,0,4,2,336,Windows Chrome,LinkedIn,False,13,0,0.45,0,16.25,16,0,4,3
Liberal Arts College,3.21,Brazil,EST,55,Data Science Intern,2,2,4,220,Mac Safari,Company Website,False,14,0,0.5,0,27.5,12,0,5,4
Community College,3.58,UK,CET,74,Business Analyst Intern,0,4,2,285,Windows Chrome,Job Portal,False,13,0,0.45,0,18.5,11,0,0,2
Online University,3.08,UK,GMT,23,Data Science Intern,0,5,4,226,Mac Safari,Job Portal,False,16,0,0.6,0,4.6,16,0,6,6
Liberal Arts College,3.96,Brazil,UTC,8,Software Developer Intern,5,9,8,38,Windows Chrome,,True,10,1,0.45,0,0.8888888888888888,16,0,2,5
International University,3.72,Canada,CST,89,Business Analyst Intern,0,3,2,91,Windows Firefox,University,False,13,0,0.45,0,29.666666666666668,10,0,2,3
Tech Institute,3.68,UK,EST,116,Marketing Intern,0,4,2,167,Windows Chrome,LinkedIn,False,17,0,0.65,0,29.0,9,0,2,1
Tech Institute,3.33,UK,EST,23,Data Science Intern,1,3,4,135,Windows Chrome,Job Portal,False,17,0,0.65,0,7.666666666666667,15,0,4,1
Community College,4.03,Brazil,CST,91,Software Developer Intern,1,4,4,79,Windows Firefox,LinkedIn,False,14,0,0.5,0,22.75,12,0,0,2
Community College,3.77,UK,UTC,7,Data Science Intern,5,9,8,54,Automated Script,,True,17,0,0.75,1,0.7777777777777778,18,0,4,3
State University,2.92,India,EST,48,Business Analyst Intern,1,3,2,230,Windows Chrome,University,False,13,0,0.45,0,16.0,11,0,4,3
Online University,3.42,USA,GMT,31,Marketing Intern,2,5,2,190,Mac Safari,University,False,15,0,0.55,0,6.2,13,0,2,3
Online University,3.7,Canada,CET,106,Business Analyst Intern,0,3,3,267,Windows Firefox,Job Portal,False,13,0,0.45,0,35.333333333333336,17,0,0,5
Liberal Arts College,3.15,USA,PST,107,Marketing Intern,0,2,2,194,Mac Safari,Job Portal,False,14,0,0.5,0,53.5,17,0,3,6
Community College,3.33,Canada,IST,25,Business Analyst Intern,1,3,3,299,Windows Chrome,University,False,14,0,0.5,0,8.333333333333334,17,0,3,5
State University,3.22,USA,GMT,90,Research Assistant,1,4,3,407,Windows Chrome,University,False,14,0,0.55,0,22.5,14,0,0,5
Tech Institute,3.24,UK,PST,96,Marketing Intern,2,2,2,255,Windows Chrome,LinkedIn,False,13,0,0.45,0,48.0,12,0,0,3
Liberal Arts College,3.64,Australia,EST,30,Data Science Intern,0,2,2,449,Windows Firefox,University,False,13,0,0.45,0,15.0,17,0,3,4
Online University,3.86,Brazil,IST,101,Marketing Intern,2,2,3,109,Windows Firefox,LinkedIn,False,15,0,0.55,0,50.5,14,0,6,1
Fake University,3.99,Canada,,10,Marketing Intern,9,9,5,53,Unknown Browser,Direct,True,8,0,0.6,0,1.1111111111111112,17,0,3,1
International University,3.73,Germany,Unknown,5,Research Assistant,5,6,5,35,Automated Script,Direct,True,6,1,0.7,1,0.8333333333333334,0,1,6,4
Liberal Arts College,3.76,Germany,EST,88,Research Assistant,0,3,2,332,Mobile iOS,University,False,13,0,0.45,0,29.33333333333333,10,0,6,2
Fake University,2.53,Canada,UTC,5,Research Assistant,7,9,5,78,Windows Chrome,Direct,True,11,0,0.6,0,0.5555555555555556,11,0,2,3
State University,3.67,Germany,UTC,4,Research Assistant,8,10,6,44,Automated Script,Unknown,True,6,1,0.7,1,0.4,0,1,1,2
Community College,3.78,Germany,CET,69,Software Developer Intern,0,5,4,325,Mobile iOS,LinkedIn,False,17,0,0.65,0,13.8,17,0,1,2
Online University,3.4,USA,IST,49,Business Analyst Intern,0,5,4,77,Windows Firefox,University,False,13,0,0.45,0,9.8,9,0,5,5
Liberal Arts College,3.75,UK,,9,Software Developer Intern,7,9,6,59,Unknown Browser,,True,12,1,0.55,0,1.0,10,0,0,3
Tech Institute,3.5,Germany,CST,97,Marketing Intern,1,4,2,312,Mobile iOS,University,False,16,0,0.6,0,24.25,14,0,0,1
State University,3.42,Brazil,PST,98,Data Science Intern,2,4,3,238,Mac Safari,Job Portal,False,13,0,0.5,0,24.5,13,0,6,2
State University,3.63,UK,PST,42,Software Developer Intern,1,2,2,317,Windows Chrome,University,False,15,0,0.55,0,21.0,16,0,1,6
Liberal Arts College,3.57,Brazil,EST,57,Data Science Intern,1,5,2,67,Mac Safari,University,False,15,0,0.55,0,11.4,12,0,3,3
Community College,3.57,USA,EST,61,Software Developer Intern,1,3,4,355,Mobile iOS,Job Portal,False,13,0,0.45,0,20.33333333333333,14,0,1,6
Community College,3.77,Brazil,GMT,51,Data Science Intern,2,3,2,277,Windows Firefox,Company Website,False,14,0,0.5,0,17.0,12,0,4,5
Liberal Arts College,3.73,Australia,CST,93,Software Developer Intern,1,5,3,433,Windows Firefox,University,False,14,0,0.5,0,18.6,12,0,5,3
State University,3.58,Australia,Unknown,5,Research Assistant,5,9,7,48,Unknown Browser,Unknown,True,11,1,0.5,0,0.5555555555555556,11,0,4,3
Liberal Arts College,3.45,USA,CET,100,Data Science Intern,1,5,2,158,Mobile iOS,LinkedIn,False,12,0,0.5,0,20.0,10,0,5,1
Liberal Arts College,3.7,Australia,CET,48,Business Analyst Intern,0,2,4,356,Mac Safari,Job Portal,False,13,0,0.5,0,24.0,9,0,3,5
Tech Institute,3.66,Brazil,CET,41,Marketing Intern,1,4,4,286,Windows Firefox,Job Portal,False,14,0,0.5,0,10.25,16,0,6,4
International University,3.81,Canada,Unknown,4,Data Science Intern,7,9,5,90,Automated Script,Direct,True,6,1,0.7,1,0.4444444444444444,0,1,5,3
Fake University,2.65,Brazil,UTC,3,Research Assistant,2,9,5,28,Windows Chrome,,True,10,0,0.55,0,0.3333333333333333,5,1,3,1
State University,3.61,India,EST,39,Business Analyst Intern,0,3,3,145,Mac Safari,University,False,14,0,0.5,0,13.0,12,0,5,1
State University,3.77,China,CET,38,Software Developer Intern,1,4,2,349,Windows Firefox,Company Website,False,14,0,0.5,0,9.5,11,0,2,6
Community College,3.52,Canada,EST,112,Software Developer Intern,0,3,4,213,Mobile iOS,LinkedIn,False,14,0,0.5,0,37.333333333333336,15,0,3,2
Tech Institute,3.67,India,PST,53,Data Science Intern,1,5,3,402,Windows Chrome,Job Portal,False,14,0,0.5,0,10.6,12,0,6,6
International University,2.93,USA,IST,106,Marketing Intern,1,2,3,303,Mac Safari,LinkedIn,False,15,0,0.55,0,53.0,11,0,2,4
Online University,3.63,Australia,,6,Marketing Intern,7,7,5,70,Unknown Browser,Direct,True,10,1,0.45,0,0.8571428571428571,10,0,3,6
Online University,3.23,UK,IST,77,Business Analyst Intern,0,5,2,311,Windows Chrome,Company Website,False,14,0,0.5,0,15.4,14,0,1,1
Liberal Arts College,3.28,UK,GMT,48,Data Science Intern,1,3,4,98,Windows Firefox,LinkedIn,False,15,0,0.55,0,16.0,11,0,2,3
Online University,3.15,USA,EST,78,Marketing Intern,3,3,3,97,Windows Chrome,Company Website,False,13,0,0.45,0,26.0,16,0,5,2
Liberal Arts College,3.47,UK,EST,55,Research Assistant,0,4,4,474,Mobile iOS,LinkedIn,False,14,0,0.5,0,13.75,14,0,1,3
Liberal Arts College,3.46,UK,IST,70,Marketing Intern,0,3,2,255,Mobile iOS,Company Website,False,14,0,0.5,0,23.33333333333333,17,0,4,2
Community College,2.92,Canada,CET,105,Research Assistant,2,2,3,89,Windows Chrome,University,False,15,0,0.55,0,52.5,13,0,4,5
Liberal Arts College,3.18,India,PST,66,Research Assistant,1,5,2,313,Mac Safari,Job Portal,False,14,0,0.5,0,13.2,16,0,3,5
Community College,3.61,Brazil,PST,51,Business Analyst Intern,1,5,3,339,Windows Chrome,Company Website,False,16,0,0.6,0,10.2,17,0,3,6
State University,3.08,USA,CET,32,Software Developer Intern,2,3,2,381,Mobile iOS,University,False,15,0,0.55,0,10.666666666666666,15,0,3,3
Liberal Arts College,3.42,UK,CET,60,Data Science Intern,0,5,3,469,Mobile iOS,LinkedIn,False,17,0,0.65,0,12.0,16,0,5,6
Online University,3.73,Canada,GMT,105,Data Science Intern,0,5,2,279,Mobile iOS,LinkedIn,False,16,0,0.6,0,21.0,11,0,4,3
Liberal Arts College,3.55,Australia,CST,95,Business Analyst Intern,1,3,2,216,Mac Safari,LinkedIn,False,13,0,0.45,0,31.666666666666668,10,0,2,6
Tech Institute,3.5,UK,EST,37,Software Developer Intern,0,5,3,401,Windows Chrome,University,False,13,0,0.45,0,7.4,10,0,6,4
Liberal Arts College,3.19,Brazil,CET,94,Data Science Intern,1,4,4,77,Windows Chrome,Company Website,False,14,0,0.5,0,23.5,10,0,4,3
Community College,3.94,China,GMT,118,Data Science Intern,1,5,3,362,Mac Safari,LinkedIn,False,13,0,0.45,0,23.6,14,0,4,6
Liberal Arts College,3.2,Germany,IST,110,Software Developer Intern,1,5,4,235,Mobile iOS,Job Portal,False,14,0,0.5,0,22.0,15,0,4,4
Online University,3.29,India,GMT,73,Marketing Intern,0,3,4,108,Mobile iOS,University,False,14,0,0.55,0,24.33333333333333,10,0,4,5
Community College,3.89,China,GMT,26,Data Science Intern,2,2,4,208,Windows Firefox,LinkedIn,False,13,0,0.45,0,13.0,10,0,2,2
Community College,3.55,Australia,PST,32,Research Assistant,1,4,4,270,Mac Safari,Company Website,False,15,0,0.55,0,8.0,10,0,1,4
International University,3.5,Canada,CET,82,Data Science Intern,2,2,2,154,Mac Safari,Job Portal,False,15,0,0.55,0,41.0,9,0,2,3
Tech Institute,2.94,India,PST,117,Software Developer Intern,1,2,4,92,Windows Chrome,LinkedIn,False,14,0,0.5,0,58.5,17,0,6,6
Online University,3.38,Brazil,GMT,45,Software Developer Intern,1,3,4,322,Mac Safari,Company Website,False,17,0,0.65,0,15.0,15,0,4,5
Tech Institute,3.67,Germany,PST,83,Marketing Intern,0,2,3,281,Windows Chrome,University,False,15,0,0.6,0,41.5,13,0,5,4
Community College,4.04,USA,CET,50,Business Analyst Intern,2,2,2,429,Mac Safari,Job Portal,False,16,0,0.6,0,25.0,9,0,2,4
International University,2.92,India,CST,34,Marketing Intern,1,2,2,189,Windows Firefox,Company Website,False,14,0,0.5,0,17.0,14,0,2,5
Community College,3.72,USA,PST,66,Research Assistant,0,4,2,279,Windows Chrome,Company Website,False,16,0,0.6,0,16.5,17,0,2,2
Community College,3.71,Multiple,UTC,7,Business Analyst Intern,8,9,6,99,Unknown Browser,Unknown,True,13,1,0.6,0,0.7777777777777778,0,1,2,5
Online Degree Mill,2.18,India,Unknown,5,Data Science Intern,9,9,5,38,Windows Chrome,Direct,True,6,0,0.45,0,0.5555555555555556,7,0,0,6
International University,3.33,UK,IST,61,Business Analyst Intern,1,5,2,422,Mac Safari,Job Portal,False,14,0,0.5,0,12.2,11,0,5,3
International University,2.86,USA,CET,115,Business Analyst Intern,0,3,3,393,Mac Safari,Company Website,False,13,0,0.45,0,38.333333333333336,11,0,1,4
International University,3.53,Australia,PST,62,Software Developer Intern,1,3,4,436,Windows Firefox,LinkedIn,False,13,0,0.45,0,20.666666666666668,13,0,4,5
State University,3.57,Australia,GMT,94,Research Assistant,2,2,4,205,Windows Chrome,Job Portal,False,15,0,0.55,0,47.0,11,0,6,1
Tech Institute,3.76,USA,,6,Software Developer Intern,6,7,8,45,Unknown Browser,,True,10,1,0.45,0,0.8571428571428571,14,0,1,3
State University,3.65,China,IST,91,Research Assistant,3,4,2,235,Mobile iOS,LinkedIn,False,17,0,0.65,0,22.75,13,0,0,1
Liberal Arts College,3.02,China,PST,48,Software Developer Intern,2,2,3,305,Windows Firefox,LinkedIn,False,14,0,0.55,0,24.0,15,0,0,4
Tech Institute,3.25,Australia,CET,65,Data Science Intern,1,2,4,444,Mac Safari,Company Website,False,16,0,0.6,0,32.5,15,0,6,5
Online University,3.79,UK,PST,88,Marketing Intern,1,4,4,186,Windows Firefox,University,False,16,0,0.6,0,22.0,14,0,1,1
Community College,3.33,UK,EST,24,Software Developer Intern,0,5,2,90,Windows Firefox,Job Portal,False,14,0,0.5,0,4.8,11,0,2,1
Community College,3.54,USA,IST,37,Marketing Intern,0,5,2,496,Mobile iOS,LinkedIn,False,14,0,0.5,0,7.4,11,0,0,1
Community College,3.24,USA,CET,26,Business Analyst Intern,1,3,3,399,Mac Safari,Job Portal,False,14,0,0.5,0,8.666666666666666,10,0,4,3
State University,3.54,China,EST,27,Software Developer Intern,0,4,4,431,Mac Safari,University,False,13,0,0.45,0,6.75,14,0,1,5
State University,3.38,Brazil,GMT,88,Business Analyst Intern,1,5,4,345,Mobile iOS,LinkedIn,False,16,0,0.6,0,17.6,16,0,0,5
Liberal Arts College,3.34,China,IST,114,Data Science Intern,1,3,2,220,Windows Firefox,Job Portal,False,13,0,0.55,0,38.0,16,0,4,6
Liberal Arts College,3.71,India,GMT,107,Software Developer Intern,3,4,4,166,Windows Firefox,Job Portal,False,16,0,0.6,0,26.75,10,0,1,4
No University,1.81,Multiple,UTC,10,Data Science Intern,5,10,6,72,Windows Chrome,Direct,True,7,0,0.4,0,1.0,6,1,2,4
Liberal Arts College,3.73,Germany,UTC,1,Research Assistant,7,7,7,65,Automated Script,Unknown,True,6,1,0.7,1,0.1428571428571428,0,1,3,4
Online University,3.39,UK,IST,60,Research Assistant,0,5,2,132,Windows Firefox,Job Portal,False,16,0,0.6,0,12.0,12,0,5,5
Tech Institute,3.2,Canada,CET,29,Software Developer Intern,1,2,3,500,Mobile iOS,Company Website,False,14,0,0.5,0,14.5,9,0,4,5
Liberal Arts College,3.64,China,EST,34,Business Analyst Intern,1,4,2,196,Mobile iOS,Job Portal,False,14,0,0.5,0,8.5,11,0,1,6
Liberal Arts College,3.76,Brazil,,7,Marketing Intern,7,8,5,53,Automated Script,Unknown,True,14,0,0.6,1,0.875,13,0,1,6
Fake University,1.35,UK,Unknown,3,Marketing Intern,9,10,8,33,Windows Chrome,,True,8,0,0.6,0,0.3,9,0,3,4
Liberal Arts College,3.94,Australia,CST,99,Marketing Intern,2,5,2,176,Windows Chrome,Job Portal,False,14,0,0.5,0,19.8,13,0,3,4
Community College,3.05,Australia,EST,108,Marketing Intern,2,2,2,56,Windows Chrome,Job Portal,False,15,0,0.55,0,54.0,9,0,0,3
Online University,3.94,India,EST,93,Data Science Intern,1,3,2,374,Mac Safari,University,False,15,0,0.55,0,31.0,14,0,2,4
Liberal Arts College,2.89,UK,EST,21,Software Developer Intern,1,5,2,334,Windows Chrome,Job Portal,False,15,0,0.55,0,4.2,9,0,1,4
Tech Institute,2.94,USA,PST,49,Marketing Intern,1,3,4,316,Windows Firefox,Job Portal,False,15,0,0.55,0,16.333333333333332,13,0,2,5
Liberal Arts College,3.27,USA,EST,80,Marketing Intern,1,2,4,282,Mac Safari,Job Portal,False,15,0,0.55,0,40.0,16,0,3,2
Liberal Arts College,3.58,UK,CET,84,Data Science Intern,0,3,3,473,Windows Chrome,Company Website,False,14,0,0.5,0,28.0,13,0,3,4
Community College,3.48,Brazil,CST,75,Marketing Intern,0,3,3,213,Mac Safari,Job Portal,False,13,0,0.45,0,25.0,14,0,0,4
Online University,3.76,Brazil,,6,Software Developer Intern,6,6,8,45,Windows Chrome,Unknown,True,10,1,0.45,0,1.0,6,1,5,5
International University,3.82,China,IST,63,Software Developer Intern,2,5,4,445,Windows Firefox,LinkedIn,False,15,0,0.55,0,12.6,13,0,3,3
State University,2.99,UK,IST,74,Marketing Intern,1,5,3,199,Windows Chrome,University,False,14,0,0.5,0,14.8,14,0,2,3
International University,3.07,USA,PST,69,Business Analyst Intern,1,3,4,362,Windows Firefox,Company Website,False,13,0,0.45,0,23.0,13,0,4,3
International University,3.42,China,EST,39,Software Developer Intern,0,5,3,259,Windows Chrome,Company Website,False,13,0,0.45,0,7.8,11,0,2,4
